Zulassungsnr,Wirkungsbereich,Wirkstoff_Main,Gehalt_Main,Einhalt_Main,Wirkstoff_Compound,Gehalt_Compound,Einhalt_Compound,Organismus_Bakteria
007026-00,Fungizid,Tebuconazol,250,g/l,,,,0
007026-00,Fungizid,Difenoconazol,100,g/l,,,,0
008603-00,Insektizid,Cyantraniliprole,400,g/kg,,,,0
00A076-60,Herbizid,Dicamba,480,g/l,,,,0
024440-00,Herbizid,Dicamba,700,g/kg,Natrium-Salz,770,g/kg,0
007424-00,Herbizid,Iodosulfuron,0.85,g/l,Methylester-Na,1,g/l,0
007424-00,Herbizid,Foramsulfuron,30,g/l,Natrium-Salz,31.5,g/l,0
007424-00,Herbizid,Cyprosulfamide,15,g/l,,,,0
007424-00,Herbizid,Thiencarbazone,9.77,g/l,Methylester,10,g/l,0
005177-00,Fungizid,Captan,800,g/kg,,,,0
007808-00,Wachstumsregler,Chlormequat,480.8,g/l,Chlorid,620,g/l,0
060122-76,Herbizid,"2,4-D",8,g/kg,,,,0
060122-76,Herbizid,Dicamba,1.2,g/kg,,,,0
044660-62,Herbizid,Mesotrione,100,g/l,,,,0
00A163-00,Herbizid,Aclonifen,500,g/l,,,,0
00A163-00,Herbizid,Diflufenican,100,g/l,,,,0
00A711-00,Herbizid,Florasulam,100,g/l,,,,0
00B047-60,Fungizid,Cymoxanil,600,g/kg,,,,0
024353-61,Fungizid,Difenoconazol,250,g/l,,,,0
024218-00,Insektizid,tau-Fluvalinat,240,g/l,,,,0
006968-00,Wachstumsregler,6-Benzyladenin,20.05,g/l,,,,0
00A942-00,Fungizid,Azoxystrobin,200,g/l,,,,0
00A942-00,Fungizid,Prothioconazol,150,g/l,,,,0
034676-00,Fungizid,Fludioxonil,25,g/l,,,,0
034676-00,Fungizid,Metalaxyl-M,9.69,g/l,,,,0
008516-00,Fungizid,Fludioxonil,480,g/l,,,,0
00B152-00,Fungizid,Folpet,500,g/l,,,,0
060939-68,Herbizid,MCPA,500,g/l,Dimethylamin-Salz,612.35,g/l,0
008105-00,Fungizid,Fludioxonil,125,g/l,,,,0
025620-00,Wachstumsregler,Mepiquat,228.9,g/l,Chlorid,300,g/l,0
025620-00,Wachstumsregler,Prohexadion,42.39,g/l,Calcium-Salz,50,g/l,0
050498-64,Fungizid,Schwefel,800,g/kg,,,,0
025215-00,Fungizid,Folpet,563,g/kg,,,,0
025215-00,Fungizid,Iprovalicarb,90,g/kg,,,,0
007519-61,"Fungizid, Wachstumsregler",Tebuconazol,250,g/l,,,,0
044407-00,Desinfektionsmittel,Benzoesäure,90,g/l,,,,0
00A190-60,Herbizid,Metamitron,700,g/l,,,,0
00B119-00,Wachstumsregler,Mepiquat,38,g/l,Chlorid,50,g/l,0
044660-66,Herbizid,Mesotrione,100,g/l,,,,0
008993-00,Herbizid,Pendimethalin,333,g/l,,,,0
008993-00,Herbizid,Diflufenican,20,g/l,,,,0
008993-00,Herbizid,Flufenacet,80,g/l,,,,0
00B159-00,Herbizid,Terbuthylazin,375,g/l,,,,0
00B159-00,Herbizid,Isoxaflutole,50,g/l,,,,0
00B159-00,Herbizid,Cyprosulfamide,50,g/l,,,,0
00A980-00,Herbizid,Isoxaflutole,240,g/l,,,,0
00A980-00,Herbizid,Cyprosulfamide,240,g/l,,,,0
024519-00,Fungizid,Captan,800,g/kg,,,,0
008656-00,Fungizid,Captan,360,g/l,,,,0
008656-00,Fungizid,Kaliumphosphonat (Kaliumphosphit),657,g/l,,,,0
008548-00,Herbizid,Diflufenican,200,g/l,,,,0
008548-00,Herbizid,Flufenacet,400,g/l,,,,0
008517-00,Herbizid,Mesotrione,100,g/l,,,,0
044660-60,Herbizid,Mesotrione,100,g/l,,,,0
024487-63,"Fungizid, Wachstumsregler",Metconazol,60,g/l,,,,0
025323-70,Molluskizid,Metaldehyd,30,g/kg,,,,0
007402-61,Molluskizid,Metaldehyd,30,g/kg,,,,0
005338-60,Herbizid,Metamitron,696,g/l,,,,0
00A534-00,Herbizid,Ethofumesat,150,g/l,,,,0
00A534-00,Herbizid,Metamitron,350,g/l,,,,0
025323-71,Molluskizid,Metaldehyd,30,g/kg,,,,0
00A425-00,Molluskizid,Metaldehyd,10,g/kg,,,,0
00A425-00,Molluskizid,Eisen-III-phosphat,16.2,g/kg,,,,0
007828-00,Molluskizid,Metaldehyd,40,g/kg,,,,0
007825-00,Molluskizid,Metaldehyd,25,g/kg,,,,0
00A256-60,Herbizid,Metamitron,700,g/l,,,,0
00A941-00,Fungizid,Thymol,66,g/l,,,,0
00A941-00,Fungizid,Eugenol,33,g/l,,,,0
00A941-00,Fungizid,Geraniol,66,g/l,,,,0
008402-61,Insektizid,Piperonylbutoxid,213,g/l,,,,0
008402-61,Insektizid,Deltamethrin,25,g/l,,,,0
00A494-61,Insektizid,Piperonylbutoxid,50.7,g/l,,,,0
00A494-61,Insektizid,Deltamethrin,6,g/l,,,,0
006408-60,Insektizid,Pyrethrine,11.45,g/kg,,,,0
006423-60,Insektizid,Pyrethrine,11.45,g/kg,,,,0
006423-60,Insektizid,Piperonylbutoxid,68.67,g/kg,,,,0
033141-61,Insektizid,Pyrethrine,4,g/l,,,,0
006339-61,Insektizid,Deltamethrin,6,g/l,,,,0
006331-61,Insektizid,Deltamethrin,25,g/l,,,,0
024348-00,Fungizid,Schwefel,800,g/kg,,,,0
050498-65,Fungizid,Schwefel,800,g/kg,,,,0
008467-00,Fungizid,Schwefel,800,g/kg,,,,0
043743-00,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
00B294-00,Herbizid,Mesotrione,100,g/l,,,,0
005945-61,Herbizid,Nicosulfuron,60,g/l,,,,0
005945-00,Herbizid,Nicosulfuron,60,g/l,,,,0
005603-00,Akarizid,Milbemectin,9.31,g/l,,,,0
005603-61,Akarizid,Milbemectin,9.31,g/l,,,,0
024138-60,Akarizid,Fenpyroximat,51.2,g/l,,,,0
008113-00,Fungizid,Cyazofamid,25,g/l,,,,0
008113-00,Fungizid,Dinatriumphosphonat,250,g/l,,,,0
007726-00,Herbizid,Propyzamid,500,g/l,,,,0
007726-00,Herbizid,Aminopyralid,5.3,g/l,Kalium-Salz,6.3,g/l,0
025625-63,Fungizid,Spiroxamine,300,g/l,,,,0
025625-63,Fungizid,Prothioconazol,160,g/l,,,,0
033838-62,Herbizid,Prosulfocarb,800,g/l,,,,0
024270-00,Insektizid,Tebufenozid,240,g/l,,,,0
008589-00,Insektizid,Cyantraniliprole,400,g/kg,,,,0
026682-62,Molluskizid,Eisen-III-phosphat,29.7,g/kg,,,,0
006914-64,Herbizid,Fluroxypyr,180,g/l,1-Methyl-heptylester,259,g/l,0
025090-60,Fungizid,Azoxystrobin,250,g/l,,,,0
024256-61,Fungizid,Folpet,500,g/l,,,,0
00A256-00,Herbizid,Metamitron,700,g/l,,,,0
00A547-00,Fungizid,Pyraclostrobin,200,g/l,,,,0
00A547-00,Fungizid,Fluxapyroxad,30,g/l,,,,0
007797-00,Wachstumsregler,Trinexapac,222.5,g/l,Ethylester,250,g/l,0
007797-62,Wachstumsregler,Trinexapac,222.5,g/l,Ethylester,250,g/l,0
007733-60,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
024212-00,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
007733-00,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
007733-61,Wachstumsregler,Trinexapac,222,g/l,Ethylester,250,g/l,0
025323-65,Molluskizid,Metaldehyd,30,g/kg,,,,0
026682-60,Molluskizid,Eisen-III-phosphat,29.7,g/kg,,,,0
007525-00,Herbizid,Glyphosat,720,g/kg,Ammonium-Salz,792,g/kg,0
00A560-00,Fungizid,Flutolanil,460,g/l,,,,0
008627-61,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
00A634-00,Wachstumsregler,1-Naphthylessigsäure,10,g/kg,,,,0
024645-65,Herbizid,Pelargonsäure,186.7,g/l,Ammonium-Salz,206.8,g/l,0
026979-60,"Fungizid, Wachstumsregler",Fluxapyroxad,62.5,g/l,,,,0
005655-00,Insektizid,Acetamiprid,200,g/kg,,,,0
005945-63,Herbizid,Nicosulfuron,60,g/l,,,,0
005945-64,Herbizid,Nicosulfuron,60,g/l,,,,0
007943-00,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
007797-60,Wachstumsregler,Trinexapac,222.5,g/l,Ethylester,250,g/l,0
00B152-60,Fungizid,Folpet,500,g/l,,,,0
006766-00,Herbizid,Ethofumesat,500,g/l,,,,0
024256-63,Fungizid,Folpet,500,g/l,,,,0
007032-00,Fungizid,Fluazinam,500,g/l,,,,0
00A400-00,Herbizid,Napropamid,450,g/l,,,,0
008025-00,Fungizid,Difenoconazol,250,g/l,,,,0
00A644-00,Fungizid,Difenoconazol,500,g/l,,,,0
007958-63,Herbizid,Nicosulfuron,40,g/l,,,,0
00B076-00,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,486,g/l,0
00B282-00,Fungizid,Natriumhydrogencarbonat,989.9,g/kg,,,,0
007198-00,"Akarizid, Insektizid",Beauveria bassiana Stamm ATCC 74040 23.000.000.000cfu/l,0.18,g/l,,,,1
060122-59,Herbizid,"2,4-D",8,g/kg,,,,0
060122-59,Herbizid,Dicamba,1.2,g/kg,,,,0
043743-62,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
043743-64,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024345-69,Herbizid,Essigsäure,102,g/l,,,,0
024345-71,Herbizid,Essigsäure,102,g/l,,,,0
024436-64,Insektizid,Azadirachtin,10.6,g/l,,,,0
024213-71,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
024213-72,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
008016-00,Molluskizid,Eisen-III-phosphat,10,g/kg,,,,0
024345-70,Herbizid,Essigsäure,102,g/l,,,,0
024213-67,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
043743-65,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024213-68,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
024213-64,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
00A905-00,Molluskizid,Eisen-III-phosphat,30,g/kg,,,,0
024345-67,Herbizid,Essigsäure,102,g/l,,,,0
043743-63,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024213-69,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
043743-66,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024213-70,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
043743-67,"Akarizid, Insektizid",Rapsöl,785.57,g/l,,,,0
024213-65,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
00B110-00,Fungizid,Prothioconazol,100,g/l,,,,0
00B110-00,Fungizid,Mefentrifluconazole,50,g/l,,,,0
008520-00,Insektizid,Cyflumetofen,200,g/l,,,,0
024436-68,Insektizid,Azadirachtin,10.6,g/l,,,,0
008911-00,Insektizid,Pyrethrine,4.2,g/l,,,,0
008911-00,Insektizid,Azadirachtin,4.1,g/l,,,,0
024436-00,Insektizid,Azadirachtin,10.6,g/l,,,,0
005005-00,Nematizid,Fosthiazate,100,g/kg,,,,0
00A569-00,Herbizid,Quizalofop-P-ethyl,50,g/l,,,,0
050006-00,Fungizid,Schwefel,796,g/kg,,,,0
050006-60,Fungizid,Schwefel,796,g/kg,,,,0
00A122-00,Insektizid,Pyrethrine,45.9,g/l,,,,0
025956-00,Molluskizid,Eisen-III-phosphat,9.9,g/kg,,,,0
026682-00,Molluskizid,Eisen-III-phosphat,29.7,g/kg,,,,0
027744-00,Molluskizid,Eisen-III-phosphat,19.8,g/kg,,,,0
008500-60,Insektizid,Bacillus thuringiensis subsp. israelensis (Serotyp H-14) AM65-52 5.600.000.000.000cfu/l,123,g/l,,,,1
034210-00,"Akarizid, Insektizid",Fettsäure-Kaliumsalze (Kali-Seife),10.2,g/l,,,,0
034207-60,"Akarizid, Insektizid",Fettsäure-Kaliumsalze (Kali-Seife),515,g/l,,,,0
034207-00,"Akarizid, Insektizid",Fettsäure-Kaliumsalze (Kali-Seife),515,g/l,,,,0
034207-61,"Akarizid, Insektizid",Fettsäure-Kaliumsalze (Kali-Seife),515,g/l,,,,0
005314-61,Insektizid,Spinosad,480,g/l,,,,0
008484-00,Wachstumsregler,Trinexapac,222.2,g/l,Ethylester,250,g/l,0
008996-00,Herbizid,Mefenpyr,86.6,g/kg,Diethylester,90,g/kg,0
008996-00,Herbizid,Iodosulfuron,5.6,g/kg,Methylester-Na,6,g/kg,0
008996-00,Herbizid,Mesosulfuron,29.2,g/kg,Methylester,30,g/kg,0
006946-00,Herbizid,Nicosulfuron,40,g/l,,,,0
008384-60,Herbizid,Nicosulfuron,40,g/l,,,,0
008384-00,Herbizid,Nicosulfuron,40,g/l,,,,0
025306-00,Herbizid,Metazachlor,250,g/l,,,,0
025306-00,Herbizid,Clomazone,33.3,g/l,,,,0
00A281-00,Fungizid,Bupirimat,250,g/l,,,,0
034409-00,Herbizid,Nicosulfuron,40,g/l,,,,0
005945-60,Herbizid,Nicosulfuron,60,g/l,,,,0
00B307-00,Insektizid,Paecilomyces fumosoroseus Stamm Fe9901 500.000.000.000cfu/l,86,g/l,,,,1
00B156-00,Insektizid,Spinosad,480,g/l,,,,0
006447-00,Wachstumsregler,Gibberelline (GA4/GA7),10,g/l,,,,0
007366-00,Herbizid,Aclonifen,500,g/kg,,,,0
007366-00,Herbizid,Clomazone,30,g/kg,,,,0
044895-00,Herbizid,Flumioxazin,500,g/kg,,,,0
006281-61,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,485.6,g/l,0
005338-62,Herbizid,Metamitron,696,g/l,,,,0
00A607-60,Herbizid,Mefenpyr,76.47,g/kg,Diethylester,90,g/kg,0
00A607-60,Herbizid,Iodosulfuron,5.59,g/kg,Methylester-Na,6,g/kg,0
00A607-60,Herbizid,Mesosulfuron,29.16,g/kg,Methylester,30,g/kg,0
00A533-00,Herbizid,Ethofumesat,500,g/l,,,,0
007481-00,Herbizid,Dicamba,700,g/kg,Natrium-Salz,769.7,g/kg,0
034092-60,Fungizid,Fluazinam,500,g/l,,,,0
008113-60,Fungizid,Cyazofamid,25,g/l,,,,0
008113-60,Fungizid,Dinatriumphosphonat,250,g/l,,,,0
028571-61,Herbizid,Mefenpyr,114.7,g/kg,Diethylester,135,g/kg,0
028571-61,Herbizid,Iodosulfuron,8.39,g/kg,Methylester-Na,9,g/kg,0
028571-61,Herbizid,Mesosulfuron,41.87,g/kg,Methylester-Na,47,g/kg,0
028571-61,Herbizid,Thiencarbazone,21.7,g/kg,Methylester-Na,23.8,g/kg,0
025287-65,Fungizid,Prothioconazol,250,g/l,,,,0
008464-60,Fungizid,Propamocarb,607,g/l,Hydrochlorid,722,g/l,0
008541-60,Fungizid,Cymoxanil,50,g/l,,,,0
008541-60,Fungizid,Propamocarb,335.2,g/l,Hydrochlorid,400,g/l,0
008271-00,Herbizid,Fluroxypyr,135,g/l,1-Methyl-heptylester,194.5,g/l,0
008271-00,Herbizid,Metsulfuron,4.816,g/l,Methylester,5,g/l,0
008271-00,Herbizid,Thifensulfuron,28.914,g/l,Methylester,30,g/l,0
008118-00,Herbizid,Pyridat,600,g/l,,,,0
005322-60,Herbizid,Carfentrazone,371.79,g/kg,Ethylester,400,g/kg,0
008249-60,Akarizid,Hexythiazox,250,g/l,,,,0
007874-60,Insektizid,Deltamethrin,25,g/l,,,,0
00A900-00,"Akarizid, Insektizid",Kohlendioxid,999,g/kg,,,,0
060122-58,Herbizid,"2,4-D",8,g/kg,,,,0
060122-58,Herbizid,Dicamba,1.2,g/kg,,,,0
00B087-61,Fungizid,Pyraclostrobin,200,g/l,,,,0
006341-00,Fungizid,Tebuconazol,200,g/l,,,,0
008422-00,Wachstumsregler,Ethephon,480,g/l,,,,0
008489-00,Wachstumsregler,Chlormequat,232.6,g/l,Chlorid,300,g/l,0
008489-00,Wachstumsregler,Ethephon,150,g/l,,,,0
008945-60,Fungizid,Oxathiapiprolin,100,g/l,,,,0
00A973-00,Fungizid,Azoxystrobin,250,g/l,,,,0
00A973-00,Fungizid,Oxathiapiprolin,12,g/l,,,,0
00B299-00,Fungizid,Amisulbrom,140,g/l,,,,0
00B299-00,Fungizid,Oxathiapiprolin,40,g/l,,,,0
00A426-00,Fungizid,Oxathiapiprolin,100,g/l,,,,0
00A191-60,Herbizid,Fluroxypyr,100,g/l,1-Methyl-heptylester,144,g/l,0
00A191-60,Herbizid,Florasulam,2,g/l,,,,0
005177-60,Fungizid,Captan,800,g/kg,,,,0
034560-00,Fungizid,Azoxystrobin,250,g/l,,,,0
00B213-00,Herbizid,Fluroxypyr,98,g/l,1-Methyl-heptylester,141.12,g/l,0
00B213-00,Herbizid,Florasulam,2.45,g/l,,,,0
00A894-60,Fungizid,Azoxystrobin,250,g/l,,,,0
00B003-00,Fungizid,Azoxystrobin,250,g/l,,,,0
028610-60,Herbizid,Amidosulfuron,50,g/kg,Natrium-Salz,53,g/kg,0
028610-60,Herbizid,Mefenpyr,86.58,g/kg,Diethylester,90,g/kg,0
028610-60,Herbizid,Iodosulfuron,9.312,g/kg,Methylester-Na,10,g/kg,0
028610-60,Herbizid,Mesosulfuron,29.16,g/kg,Methylester-Na,31.324,g/kg,0
008422-61,Wachstumsregler,Ethephon,480,g/l,,,,0
00B226-00,Fungizid,Spiroxamine,300,g/l,,,,0
00B226-00,Fungizid,Prothioconazol,160,g/l,,,,0
00A045-63,Wachstumsregler,Chlormequat,558.3,g/l,Chlorid,720,g/l,0
008400-61,Herbizid,Flufenacet,480,g/l,,,,0
005190-00,Herbizid,Quizalofop-P,31.81,g/l,Tefuryl tetrahydrofurfuryl,40,g/l,0
00A902-00,Fungizid,Metconazol,90,g/l,,,,0
00A902-00,Fungizid,Prothioconazol,250,g/l,,,,0
005190-61,Herbizid,Quizalofop-P,31.81,g/l,Tefuryl tetrahydrofurfuryl,40,g/l,0
00B242-00,Fungizid,Azoxystrobin,250,g/l,,,,0
00A497-62,Fungizid,Prothioconazol,250,g/l,,,,0
030526-00,"Akarizid, Insektizid",Paraffinöl (CAS 8042-47-5),654,g/l,,,,0
00A271-61,Fungizid,Prothioconazol,300,g/l,,,,0
00A657-65,Fungizid,Prothioconazol,250,g/l,,,,0
00B254-00,Fungizid,Prothioconazol,250,g/l,,,,0
004788-00,Herbizid,Prosulfuron,750,g/kg,,,,0
044788-00,Herbizid,Prosulfuron,750,g/kg,,,,0
00A469-60,Fungizid,Prothioconazol,250,g/l,,,,0
00A271-60,Fungizid,Prothioconazol,300,g/l,,,,0
027467-00,Herbizid,Metsulfuron,57.8,g/kg,Methylester,60,g/kg,0
027467-00,Herbizid,Diflufenican,600,g/kg,,,,0
008923-00,Fungizid,Pyrimethanil,400,g/l,,,,0
00A677-00,Herbizid,Pendimethalin,455,g/l,,,,0
00A908-00,Fungizid,Folpet,400,g/kg,,,,0
00A908-00,Fungizid,Mandipropamid,50,g/kg,,,,0
00A840-00,Fungizid,Mandipropamid,200,g/l,,,,0
00A840-00,Fungizid,Amisulbrom,100,g/l,,,,0
006193-67,Herbizid,Maleinsäurehydrazid,30,g/l,Kalium-Salz,40.17,g/l,0
006193-67,Herbizid,Pelargonsäure,186.7,g/l,,,,0
006796-62,Herbizid,Fettsäuren (C7 - C20),29.7,g/l,Caprylsäure/Caprinsäure,29.7,g/l,0
00A049-00,Herbizid,Pelargonsäure,250,g/l,,,,0
00A351-60,Herbizid,Pelargonsäure,30,g/l,,,,0
00A351-00,Herbizid,Pelargonsäure,30,g/l,,,,0
00A089-60,Fungizid,Folpet,800,g/kg,,,,0
060122-95,Herbizid,"2,4-D",8,g/kg,,,,0
060122-95,Herbizid,Dicamba,1.2,g/kg,,,,0
024213-62,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
024213-61,"Akarizid, Insektizid",Rapsöl,17,g/l,,,,0
00A442-00,Herbizid,Fluazifop-P,106.742,g/l,Butylester,125,g/l,0
00B187-00,Fungizid,Folpet,500,g/l,,,,0
00B003-62,Fungizid,Azoxystrobin,250,g/l,,,,0
008837-64,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
008837-60,Fungizid,Kaliumphosphonat (Kaliumphosphit),726,g/l,,,,0
050879-00,Insektizid,Aluminiumphosphid,570,g/kg,,,,0
043240-00,Insektizid,Aluminiumphosphid,570,g/kg,,,,0
052569-60,Insektizid,Aluminiumphosphid,560,g/kg,,,,0
050783-00,Insektizid,Aluminiumphosphid,560,g/kg,,,,0
033838-61,Herbizid,Prosulfocarb,800,g/l,,,,0
034107-61,Herbizid,Propaquizafop,100,g/l,,,,0
062470-62,Insektizid,Pirimicarb,500,g/kg,,,,0
044622-62,Herbizid,Florasulam,50,g/l,,,,0
034560-74,Fungizid,Azoxystrobin,250,g/l,,,,0
00A501-61,Herbizid,Fluazifop-P,128.05,g/l,Butylester,150,g/l,0
006387-62,Insektizid,lambda-Cyhalothrin,50,g/kg,,,,0
025876-61,Fungizid,Propamocarb,523.8,g/l,Hydrochlorid,625,g/l,0
025876-61,Fungizid,Fluopicolide,62.5,g/l,,,,0
00A336-00,Herbizid,Picolinafen,750,g/kg,,,,0
034060-64,Herbizid,Quizalofop-P,46.3,g/l,Ethylester,50,g/l,0
007667-61,Herbizid,Quizalofop-P,92.5,g/l,Ethylester,100,g/l,0
02A325-62,Fungizid,Kaliumhydrogencarbonat,4.25,g/l,,,,0
006867-62,Fungizid,Tebuconazol,0.125,g/l,,,,0
006867-62,Fungizid,Trifloxystrobin,0.125,g/l,,,,0
006867-63,Fungizid,Tebuconazol,0.125,g/l,,,,0
006867-63,Fungizid,Trifloxystrobin,0.125,g/l,,,,0
02A325-63,Fungizid,Kaliumhydrogencarbonat,4.25,g/l,,,,0
026979-61,"Fungizid, Wachstumsregler",Fluxapyroxad,62.5,g/l,,,,0
006370-00,Insektizid,Pyrethrine,18.6,g/l,,,,0
00A529-00,Fungizid,Pyrimethanil,400,g/l,,,,0
062470-00,Insektizid,Pirimicarb,500,g/kg,,,,0
033838-65,Herbizid,Prosulfocarb,800,g/l,,,,0
007906-00,Wachstumsregler,Paclobutrazol,4,g/l,,,,0
008296-00,Herbizid,Fluroxypyr,280,g/l,1-Methyl-heptylester,403.5,g/l,0
008296-00,Herbizid,Cloquintocet,8.5,g/l,Mexyl 1-Methyl-hexylester,12,g/l,0
008296-00,Herbizid,Halauxifen-methyl,12.5,g/l,,,,0
026173-61,Herbizid,Glyphosat,360,g/l,Isopropylamin-Salz,485.8,g/l,0
026321-60,Herbizid,Glyphosat,450,g/l,,,,0
008652-62,Herbizid,Metamitron,700,g/l,,,,0
008047-62,Herbizid,Eisen-II-sulfat,163,g/kg,Monohydrat,182,g/kg,0
060122-92,Herbizid,"2,4-D",8,g/kg,,,,0
060122-92,Herbizid,Dicamba,1.2,g/kg,,,,0
00A455-61,Molluskizid,Eisen-III-phosphat,29.87,g/kg,Dihydrat,37,g/kg,0
008115-60,Herbizid,Rimsulfuron,250,g/kg,,,,0
00A994-60,Fungizid,Oxathiapiprolin,200,g/l,,,,0
024487-60,"Fungizid, Wachstumsregler",Metconazol,60,g/l,,,,0
007957-60,Fungizid,Cymoxanil,200,g/l,,,,0
007957-60,Fungizid,Fluazinam,300,g/l,,,,0
00A711-60,Herbizid,Florasulam,100,g/l,,,,0
008887-00,Virizid,Pepino Mosaic Virus Stamm CH2 (Isolat 1906) 500.000.000.000Genomkopien / Virenpartikel pro L,0.001,g/kg,,,,0
007737-00,Herbizid,Metsulfuron,79.8,g/kg,Methylester,82.8,g/kg,0
007737-00,Herbizid,Tribenuron,80.06,g/kg,Methylester,83,g/kg,0
007737-00,Herbizid,Florasulam,105,g/kg,,,,0
005890-00,Herbizid,Tribenuron,482.3,g/kg,Methylester,500,g/kg,0
00A397-00,Insektizid,Deltamethrin,25,g/l,,,,0
007634-00,Fungizid,Schwefel,800,g/kg,,,,0
007635-00,Fungizid,Schwefel,800,g/kg,,,,0
007863-00,Fungizid,Schwefel,800,g/l,,,,0
00A639-00,Insektizid,Deltamethrin,25,g/l,,,,0
02A715-00,Fungizid,Pythium oligandrum M1 500.000.000Sporen je kg,50,g/kg,,,,0
02A716-00,Fungizid,Pythium oligandrum M1 500.000.000Sporen je kg,50,g/kg,,,,0
02A717-00,Fungizid,Pythium oligandrum M1 500.000.000Sporen je kg,50,g/kg,,,,0
028470-00,Fungizid,Pythium oligandrum M1 1.000.000.000Sporen je kg,100,g/kg,,,,0
008483-00,Fungizid,Fludioxonil,133,g/l,,,,0
008483-00,Fungizid,Pyrimethanil,336,g/l,,,,0
007481-61,Herbizid,Dicamba,700,g/kg,Natrium-Salz,769.7,g/kg,0
00B070-00,Herbizid,"2,4-D",300,g/l,Ethylhexylester,452.3,g/l,0
00B070-00,Herbizid,Florasulam,6.25,g/l,,,,0
008529-64,Herbizid,Pelargonsäure,500,g/l,,,,0
006385-00,Herbizid,Thifensulfuron,240.3,g/kg,Methylester,250,g/kg,0
006385-00,Herbizid,Tribenuron,241.15,g/kg,Methylester,250,g/kg,0
007480-60,Fungizid,Pyriofenone,300,g/l,,,,0
00A106-60,Herbizid,Pelargonsäure,43.06,g/l,,,,0
00A107-60,Herbizid,Pelargonsäure,565.5,g/l,,,,0
00A944-00,Fungizid,Boscalid,233,g/l,,,,0
00A944-00,Fungizid,Prothioconazol,100,g/l,,,,0
00A361-00,Fungizid,Prothioconazol,250,g/l,,,,0
00A176-00,Fungizid,Fludioxonil,25,g/l,,,,0
00A215-00,Fungizid,Fludioxonil,480,g/l,,,,0
027495-00,Fungizid,Clonostachys rosea Stamm J1446 (vormals Gliocladium catenulatum) 100.000.000.000cfu/kg,180,g/kg,,,,1
00A594-00,Fungizid,Pyrimethanil,400,g/l,,,,0
007474-00,Insektizid,Orangenöl,60,g/l,,,,0
008883-00,"Akarizid, Fungizid, Insektizid",Orangenöl,55.8,g/l,,,,0
00A811-00,"Akarizid, Fungizid, Insektizid",Orangenöl,61,g/kg,,,,0
006219-00,Fungizid,Propamocarb,530,g/l,,,,0
006219-00,Fungizid,Fosetyl,310,g/l,,,,0
008966-60,Fungizid,Ametoctradin,200,g/l,,,,0
008180-00,Fungizid,Pyraclostrobin,150,g/l,,,,0
008180-00,Fungizid,Fluxapyroxad,75,g/l,,,,0
00A705-00,Fungizid,Prothioconazol,250,g/l,,,,0
00A633-00,Herbizid,Rimsulfuron,30,g/kg,,,,0
00A633-00,Herbizid,Nicosulfuron,120,g/kg,,,,0
00A633-00,Herbizid,Mesotrione,360,g/kg,,,,0
007958-00,Herbizid,Nicosulfuron,40,g/l,,,,0
008361-00,Wachstumsregler,Trinexapac,103.5,g/l,Ethylester,116.4,g/l,0
044622-00,Herbizid,Florasulam,50,g/l,,,,0
027521-00,Herbizid,Clopyralid,300,g/l,Monoethanolamin-Salz,395.3,g/l,0
027521-00,Herbizid,Florasulam,25,g/l,,,,0
006726-00,Herbizid,Rimsulfuron,107,g/kg,,,,0
006726-00,Herbizid,Nicosulfuron,429,g/kg,,,,0
007011-00,Herbizid,Dicamba,550,g/kg,Natrium-Salz,604.8,g/kg,0
007011-00,Herbizid,Rimsulfuron,23,g/kg,,,,0
007011-00,Herbizid,Nicosulfuron,92,g/kg,,,,0
00A659-00,Herbizid,Clomazone,360,g/l,,,,0
008263-60,Wachstumsregler,1-Naphthylessigsäure,100,g/l,,,,0
043444-60,"Repellent, Wildschadenverhütungsmittel",Quarzsand,475.2,g/kg,,,,0
044267-60,"Repellent, Wildschadenverhütungsmittel",Blutmehl,998,g/kg,,,,0
