"Zulassungsnr","product","substance","Wirkungsbereich","crop","health","reference.sum.risk.scores","formula","sum.risk.score","HL","TL","FL","PLI"
"00B003-60","Azarius Top","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"008967-00","Azbany","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"00A065-00","AZOFIN","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"00A439-00","AZOFIN PLUS","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals","H332",300,1,15,0.05,0.0472886782538121,0.313238903820162,0.410527582073974
"00A150-00","AZOSHY","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"00A150-60","AZOXYSTAR SC","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"00A584-61","Azoxystar XL","Azoxystrobin","Fungizid","Wheat; Fruit including grapes, citrus, strawberries, peaches; Sunflowers; Vegetables including onions, brassicas and curcubits; Potatoes; Cotton; Pecans; Canola; Soybeans; Peanuts; Tomato; Turf; Ornamentals",NA,300,1,0,0,0.0472886782538121,0.313238903820162,0.360527582073974
"006860-61","Azuleo","Cyazofamid","Fungizid","Potatoes; Tomatoes; Turf; Ornamentals; Curcubit vegetables",NA,300,1,0,0,0.0282386387381395,0.0345990018944084,0.0628376406325479
"007712-60","AZUMO WG","Schwefel","Fungizid","Fruit including apples, pears, gooseberries, grapes, peaches, strawberries, melons; Cereals; Hops; Beans; Carrots; Lucerne; Tomatoes; Peanuts; Ornamentals including roses",NA,300,1,0,0,0.246014789108694,0.169493549255076,0.415508338363771
"006922-60","Babel","Pyrimethanil","Fungizid","Almonds; Pistachios; Fruit including grapes, stone fruits (except cherries), pome fruits, strawberries; Potatoes and other tuberous and corm vegetables; Tomatoes; Ornamentals; Lettuce",NA,300,1,0,0,0.0465295938326404,0.210733065088267,0.257262658920908
"028956-00","BADGE WG","Kupferoxychlorid","Fungizid","Ornamentals; Beet crops; Olives; Grapes; Tomatoes","H332",300,1,15,0.05,0.117148362805579,0.000167397342965299,0.167315760148545
"00A286-00","Balaya","Mefentrifluconazole","Fungizid","Cereals","H302,H315,H317,H318,H332,H335",300,1,135,0.45,0.0261983009625793,0.19340852480749,0.669606825770069
"00A501-60","Balista Super","Fluazifop-P","Herbizid","Soybeans; Carrots; Spinach; Potatoes; Ornamentals","H315,H317,H361d",300,1,100,0.333333333333333,0.002561,0.0986630597932752,0.434557393126609
"034028-62","Ballet","Tebuconazol","Fungizid, Wachstumsregler","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane","H302,H318,H332,H335,H361d",300,1,175,0.583333333333333,0.0365395600216121,0.150393503266552,0.770266396621498
"025662-61","Ballet Pro","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H315,H319,H335,H361d",300,1,105,0.35,0.00994827784244084,0.0151534147595405,0.375101692601981
"005685-63","BAMINUS","Trinexapac","Wachstumsregler","Cereals including wheat, barley, oats, rye; Oilseed rape; Amenity turf and grass","H317,H373",300,1,90,0.3,0.0251574876872355,0.0184847235561875,0.343642211243423
"008487-00","Banarg","Ethylen","Wachstumsregler",NA,NA,300,1,0,0,0,0,0
"007958-60","Bandera","Nicosulfuron","Herbizid","Maize",NA,300,1,0,0,0.0246610768367238,0.0184524900702719,0.0431135669069957
"034145-00","Bandur","Aclonifen","Herbizid","Soybeans; Peanuts; Beans and peas: Rice","H351",300,1,70,0.233333333333333,0.210037376392157,1.35582072663769,1.79919143636318
"006899-00","BANJO","Fluazinam","Fungizid","Peanuts; Potatoes; Grape vines; Fruit including citrus and apples; Crucifers","H361d",300,1,70,0.233333333333333,1.02278565001661,0.704778126664918,1.96089711001486
"00A494-00","BANK","Piperonylbutoxid","Insektizid",NA,NA,300,1,0,0,0.0027060526759022,0.0116136667860762,0.0143197194619784
"00A076-00","BANVEL 480 S","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H319",300,1,15,0.05,0.146093092129497,0.039597693080246,0.235690785209743
"026173-60","Barbarian Biograde 360","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0210932487216942,0.0477405803670565,0.0688338290887506
"008772-00","Barca 334 SL","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations","H318",300,1,70,0.233333333333333,0.0273503804885894,0.0649233911692969,0.32560710499122
"026173-00","Barclay Gallup Biograde 360","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0210932487216942,0.0477405803670565,0.0688338290887506
"026321-00","Barclay Gallup Biograde 450","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0263665609021177,0.0596757254588206,0.0860422863609383
"026404-00","Barclay Gallup Hi-Aktiv","Glyphosat","Herbizid","Agriculture including cereals; Soybeans, Glyphosate tolerant crops; Horticulture; Forestry; Domestic gardens; Lawns",NA,300,1,0,0,0.0287102552045281,0.0649802343884935,0.0936904895930217
"028865-00","Bariloche","Clopyralid","Herbizid","Cereals including wheat, barley, oats, triticale; Turf; Ornamentals; Non-cropped and fallow land; Industrial situations",NA,300,1,0,0,0.0102435881979736,0.0243158768424333,0.0345594650404069
"025913-00","Bariton","Prothioconazol","Fungizid","Cereals including barley, rye, wheat, oats","H317",300,1,20,0.0666666666666667,0.00298448335273225,0.00454602442786215,0.0741971744472611
"008357-00","Barracuda","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H317,H318,H361d",300,1,160,0.533333333333333,0.00953568413363444,0.0145989114843066,0.557467928951274
"038651-61","Barracuda SC","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H318,H361d",300,1,140,0.466666666666667,0.00953568413363444,0.0145989114843066,0.490801262284608
"00A485-60","Baruka 50 EC","Quizalofop-P-ethyl","Herbizid","Sugarbeet; Fodder beet; Winter and spring OSR; Potatoes; Combining peas; Field beans; Other pulses; Linseed; Sunflowers","EUH066,H304,H315,H317,H318,H332,H336",300,1,165,0.55,0.00788250878875745,0.0100627449457311,0.567945253734489
"00A117-00","Basamid Granulat","Dazomet","Fungizid, Herbizid, Insektizid, Nematizid","Golf-greens; Turf; Ornamentals; Nursery sites; Potting soil; Strawberry plots; Tomatoes; Tobacco","H302,H315,H317,H319,H335",300,1,65,0.216666666666667,1.21075136393508,0.00575955074739119,1.43317758134913
"008517-60","BASILICO","Mesotrione","Herbizid","Maize; Sweetcorn; Flax; Asparagus; Fruit including cranberry, blueberry, rhubarb","H318,H361d",300,1,140,0.466666666666667,0.00953568413363444,0.0145989114843066,0.490801262284608
"034107-63","BATALIN","Propaquizafop","Herbizid","Sugarbeet; Oilsed rape; Soybean; Sunflower; Vegetables; Fruit; Potatoes","EUH066,H304,H319,H332",300,1,50,0.166666666666667,0.0103391071481188,0.0676416838698692,0.244647457684655
"00A945-00","BATTERY","Dicamba","Herbizid","Cotton; Sugarcane; Soybeans; Sorghum; Asparagus; Grass seed crops; Non-cropland; Cereals including wheat, triticale, oats, maize, rye","H317",300,1,20,0.0666666666666667,0.00541761883313551,0.00146841445172579,0.073552699951528
"008226-00","BATTLE DELTA","Diflufenican","Herbizid","Clover-based pastures; Field peas; Lentils; Lupins; Winter cereals; Soybeans; Corn","H373",300,1,70,0.233333333333333,0.102178300492871,0.272834760308138,0.608346394134342
"024182-60","Bayer Garten Austriebsspritzmittel","Paraffinöl (CAS 8042-47-5)","Akarizid, Insektizid","Fruit; Vines; Orchards; Fruiting vegetables; Potatoes; Citrus; Ornamentals",NA,300,1,0,0,0.0891956962792522,0.175015920707173,0.264211616986425
"024785-63","Bayer Garten Bio-Schädlingsfrei AF","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-67","Bayer Garten Bio-Schädlingsfrei Akut AF","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-63","Bayer Garten Bio-Schädlingsfrei Neem","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-69","Bayer Garten Bio Spinnmilben- & Schädlingsfrei AF","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"025876-60","Bayer Garten Gemüse-Pilzfrei Infinito","Propamocarb","Fungizid","Turf; Ornamentals; Tobacco; Vegetables; Potatoes; Strawberries; Cucumbers; Tomato; Lettuce","H317,H361d",300,1,90,0.3,0.015792694389112,0.0517881355932203,0.367580829982332
"006788-00","Bayer Garten Gemüse-Schädlingsfrei Decis AF","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"024785-74","Bayer Garten Orchideen- & Zierpflanzenspray Lizetan","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"024785-72","Bayer Garten Orchideen-Spray Lizetan AF","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"007626-00","Bayer Garten Rosen-Pilzfrei Baymat","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane",NA,300,1,0,0,0.00365395600216121,0.0150393503266552,0.0186933063288164
"006867-00","Bayer Garten Rosen-Pilzfrei Baymat Plus AF","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane",NA,300,1,0,0,1.82697800108061e-05,7.51967516332762e-05,9.34665316440822e-05
"006867-60","Bayer Garten Rosen-Pilzfrei Spray Baymat Plus","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane",NA,300,1,0,0,1.82697800108061e-05,7.51967516332762e-05,9.34665316440822e-05
"006788-62","Bayer Garten Schädlingsfrei Decis AF","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"024436-67","Bayer Garten Schädlingsfrei Lizetan AZ","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"024436-66","Bayer Garten Schädlingsfrei Lizetan Gießmittel AZ","Azadirachtin","Insektizid",NA,NA,300,1,0,0,0,0,0
"006788-63","Bayer Garten Schädlingsspray Decis AE","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"007825-61","Bayer Garten Schneckenkorn Protect MaXX","Metaldehyd","Molluskizid","Ornamentals; Fruit trees and bushes; Various other fruits including avocado, citrus and berries; Vegetables including broccoli, cauliflower, cabbage and articokes",NA,300,1,0,0,0.00864729661624965,0.0012295447906205,0.00987684140687015
"043099-62","Bayer Garten Spezial-Pilzfrei","Fosetyl","Fungizid","Fruit including grapes, apples, pears raspberry, blackberry, strawberry; Ginseng; Lettuce; Onion; Broccoli; Tobacco; Turf; Ornamentals","H319",300,1,15,0.05,0.0320700560016671,0.00052683615819209,0.0825968921598592
"043099-63","Bayer Garten Spezial-Pilzfrei Aliette","Fosetyl","Fungizid","Fruit including grapes, apples, pears raspberry, blackberry, strawberry; Ginseng; Lettuce; Onion; Broccoli; Tobacco; Turf; Ornamentals","H319",300,1,15,0.05,0.0320700560016671,0.00052683615819209,0.0825968921598592
"006867-64","Bayer Garten Universal-Pilzfrei Baymat Plus AF","Tebuconazol","Fungizid","Cereals including wheat, barley, oat, rye; Grapes; Peanuts; Vegetables including onions, peas, pepper; Bananas; Sugarcane",NA,300,1,0,0,1.82697800108061e-05,7.51967516332762e-05,9.34665316440822e-05
"005747-62","Bayer Garten Universal-Rasenunkrautfrei Loredo Quattro","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne","H319",300,1,15,0.05,0.0143408336910874,0.0913175452256125,0.1556583789167
"006796-00","Bayer Garten Unkrautfrei Turboclean AF","Fettsäuren (C7 - C20)","Herbizid",NA,"H319",300,1,15,0.05,0,0,0.05
"024785-73","Bayer Garten Zierpflanzen- & Rosen-Spray Lizetan AF","Pyrethrine","Insektizid",NA,NA,300,1,0,0,0,0,0
"006788-61","Bayer Garten Zierpflanzenspray Decis AF","Deltamethrin","Insektizid","Sugar beet; Cauliflower; Wheat; Tomatoes; Lettuce; Maize; Sweetcorn; Potatoes; Olives; Top fruit; Commercial, industrial and public buildings; Public health situations; Stored produce",NA,300,1,0,0,0.0118245931354251,8.85679179997435e-06,0.0118334499272251
"00B135-60","BEATS 500","Ethofumesat","Herbizid","Sugarbeet; Red beet; Fodder beet; Onions, gallic & shallots; Carrots; Grass seed crops; Oilseed poppies",NA,300,1,0,0,0.0726681672958569,0.38562579904649,0.458293966342347
"008047-66","Beckmann im Garten Moosvernichter plus Rasendünger","Eisen-II-sulfat","Herbizid","Sports and amenity turf","H319",300,1,15,0.05,0.00966901076188646,0.00038165011625679,0.0600506608781433
"008047-67","Beckmann Profi Moosvernichter","Eisen-II-sulfat","Herbizid","Sports and amenity turf","H319",300,1,15,0.05,0.00966901076188646,0.00038165011625679,0.0600506608781433
"005338-00","Beetix SC","Metamitron","Herbizid","Sugarbeet; Fodder beet; Mangels; Red beet; Pome fruit",NA,300,1,0,0,0.0625901803809771,0.235054295043376,0.297644475424353
"007671-00","Beetix WG","Metamitron","Herbizid","Sugarbeet; Fodder beet; Mangels; Red beet; Pome fruit","H302,H319,H332",300,1,40,0.133333333333333,0.0629498940613275,0.236405181796499,0.432688409191159
"006787-00","BeFlex","Beflubutamid","Herbizid","Cereals including wheat, barley, rye, triticale",NA,300,1,0,0,0.187825817181243,0.268529406433922,0.456355223615165
"00A480-00","Belanty","Mefentrifluconazole","Fungizid","Cereals","H317",300,1,20,0.0666666666666667,0.0196487257219345,0.145056393605618,0.231371785994219
"034046-61","Belcocel","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.188582476639586,0.250294221985738,0.522210031958657
"00A583-00","Belcocel 400","Chlormequat","Wachstumsregler","Cereals including wheat, triticale, barley, rye; Ornamentals including geraniums, pelargoniums, poinsetta; vegetables including  tomatoes, cabbage, cauliflower, radish","H302,H312",300,1,25,0.0833333333333333,0.104772546308556,0.139058323079951,0.32716420272184
"008778-00","Belkar","Picloram","Herbizid","OSR; Non-cropped areas; Rangeland","EUH066,H319,H335",300,1,35,0.116666666666667,0.0238487661704675,0.103689940627247,0.244205373464382
"006275-61","Bellandris Moosvernichter plus Rasendünger","Eisen-II-sulfat","Herbizid","Sports and amenity turf",NA,300,1,0,0,0.0141179420940428,0.000557255997970037,0.0146751980920128
"027821-63","Bellandris Unkrautvernichter plus Rasendünger","2,4-D","Herbizid","Turf grass & pastures; Non-cropping situations; Amenity sites; Orchards; Cereals including barley, wheat and oats; Lucerne",NA,300,1,0,0,0.000676067874008408,0.00430496998920745,0.00498103786321585
"006767-00","Bellis","Pyraclostrobin","Fungizid","Cereals including wheat, barley, oats; forage & grain maize, triticale; Sugarbeet; Potatoes; Vegetables including brassicas, carrot; beans, vining peas; Fruit including strawberry, blackcurrants",NA,300,1,0,0,0.221477542741645,0.0480006989115148,0.26947824165316
"008528-00","BELOUKHA","Pelargonsäure","Herbizid","Fruit","H315,H319",300,1,25,0.0833333333333333,0.0735907014761457,0.0407435550238987,0.197667589833378
